smiles,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_P_atoms,num_of_S_atoms
O=C(CCCc1nc2ccccc2s1)N[C@H]1CCOC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23530>,15,3,2,0,1
COC(=O)c1cc(S(=O)(=O)N[C@H](C)c2ccccc2C)cn1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a235a0>,16,4,2,0,1
Cc1cnn(CC(=O)[C@@H](C#N)c2nc([O-])c3ccc(Cl)cc3n2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23610>,16,2,5,0,0
COc1ccc(C)cc1NC(=O)[C@H]1CCCN1c1cc(C)ccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23680>,20,4,3,0,0
CC[NH+]1CCC2(CC1)OC[C@H](C(=O)[O-])N2C(=O)c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a236f0>,17,4,2,0,0
Cc1ccc2c(c1)N(C(=O)C[C@H](O)c1ccc(Cl)cc1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23760>,18,2,1,0,0
O=c1[nH]cnc2c1[nH]c(=S)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a237d0>,10,5,4,0,1
Cc1cn2c([nH+]1)CC[C@H](NC(=O)C[C@@H]1CCCc3ccccc31)C2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23840>,20,1,3,0,0
CC(=O)c1cc(CN2CCC3=NN=C(c4ccccc4F)[C@@H]3C2)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a238b0>,19,1,3,0,1
C[C@H](Nc1ccc(S(=O)(=O)N2CCCCC2)cn1)[C@@H](C)CO,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23920>,15,3,3,0,1
COCCn1nc(C)c(NC(=O)N2CCC[C@H]2c2cccc(C)c2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23990>,20,2,4,0,0
CCCCS(=O)(=O)[N-]c1ccc(NC(=O)[C@H]2CCC[NH+](C)C2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23a00>,17,3,3,0,1
Fc1ccc(Oc2ccnc(Sc3nnc(-c4cccs4)o3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23a70>,16,2,4,0,2
N#Cc1ccc(NC(=O)[C@@H]2CSCN2C(=O)c2cn(Cc3ccccc3)c3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23ae0>,27,2,4,0,1
CC[C@@H](C)n1nccc1NC(=O)C(=O)N1CCc2cc(F)ccc2C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23b50>,18,2,4,0,0
Cc1ccc(-c2cnc(CCC(=O)N(C)C3CCOCC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23bc0>,19,3,2,0,0
C[C@H](CNC(=O)c1ccc(-c2ccccc2)[nH]c1=O)Oc1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23c30>,21,3,2,0,0
CCOC(=O)c1c(NC(=O)[C@H]2CCCN2S(C)(=O)=O)sc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23ca0>,17,5,2,0,2
Cc1ccc(C(=O)Cc2cccc(O)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23d10>,15,2,0,0,0
Cc1ccccc1-c1nn(CN2CCCc3ccc(S(C)(=O)=O)cc32)c(=S)o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23d80>,20,3,3,0,2
CCOc1cccc([C@H](C)NC[C@@](C)(O)c2ccc(F)cc2F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23df0>,19,2,1,0,0
CC[C@@H]1CCCCCN1C(=O)c1cnc2sc(C)cn2c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23e60>,16,2,3,0,1
N#Cc1ccc(OCC(=O)NCc2cccc(CO)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23ed0>,17,3,2,0,0
O=C(Nc1ccccc1)NC1CCN(C(=O)[C@H]2CCCC[C@H]2C(F)(F)F)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a23f40>,20,2,3,0,0
CC1(C)CCC(O)(C[NH2+][C@@H]2CCOC3(CCC3)C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24040>,17,2,1,0,0
[NH3+][C@H]1CCC[C@H]1CCN1C(=O)c2cccc3cccc1c23,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a240b0>,18,1,2,0,0
C#CCN(Cc1cc(Br)cc(OC)c1O)[C@@H]1CCS(=O)(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24120>,15,4,1,0,1
Cc1ccc(-c2nc3nc(CN4CC[NH+](C)CC4)cc([O-])n3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24190>,18,1,6,0,0
C[C@@](O)(CNC(=O)C1CCCC1)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24200>,13,2,1,0,1
O[C@H](CSc1nnc(-c2c[nH]c3ccccc23)n1C1CC1)CN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24270>,20,2,5,0,1
C[C@@H]1CCC/C(=N/[NH+]=C(/[S-])NCc2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a242e0>,15,0,3,0,1
O=C(c1cc2ccc(Cl)cc2[nH]1)N1CCC[C@@H]1Cn1nnc(-c2cccs2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24350>,19,1,6,0,1
COc1ccc(S(=O)(=O)Oc2ccc(C(C)=O)cc2OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a243c0>,16,6,0,0,1
CC(C)c1ccccc1NC(=O)C[NH+](C(C)C)[C@@H]1CCCC[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24430>,20,2,2,0,0
O=Cc1ccn(-c2ccc(Br)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a244a0>,11,1,1,0,0
O=C(C1CC1)N1CCC[C@H](Cn2cc[nH+]c2-c2cc3n(n2)CC[NH2+]C3)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24510>,19,1,6,0,0
O=C(CCNc1ccccc1[N+](=O)[O-])N1CCC[C@@H]([NH+]2CCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24580>,18,3,4,0,0
Cc1ccc2c(c1)-c1onc(C(=O)N3C[C@@H](C)C[C@H](C)C3)c1CO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a245f0>,19,3,2,0,0
O=C(COC(=O)c1ccc(Cl)nc1)NC(=O)Nc1ccc2c(c1)OCCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24660>,17,6,3,0,0
CCC[C@@H]1C[C@H]1NC(=O)C1(c2ccc(F)cc2F)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a246d0>,18,2,1,0,0
CCOC(=O)C1CCC(NC(=O)[C@@](C)([NH3+])CC)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24740>,14,3,2,0,0
CC[C@@H](O)C(=O)NCc1cccnc1Oc1ccccc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a247b0>,17,4,2,0,0
C[C@@H](Sc1nnc(-c2cccs2)n1-c1ccccc1)C(=O)N1CC(=O)Nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24820>,23,2,5,0,2
Cc1cc(F)ccc1NC(=O)COc1ccc2c(c1)CCC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24890>,18,2,1,0,0
C[C@H](NC(=O)NCCC[S@](C)=O)c1ccc(Cl)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24900>,11,2,2,0,2
O=C(Cn1c(=O)c(=O)n(Cc2ccncc2)c2ncccc21)NCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24970>,23,3,5,0,0
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(F)c(F)c2F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a249e0>,14,3,1,0,1
CCCCOc1ccccc1/C=C1\SC(N2CCC(C)CC2)=NC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24a50>,20,2,2,0,1
CC(C)[C@@H](CNC(=O)N1CCc2ccc(Cl)cc2C1)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24ac0>,20,1,3,0,0
CCCOc1ncnc(Nc2cc(Cl)cc(Cl)c2)c1N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24b30>,13,1,4,0,0
CC(=O)Nc1ccc(NC(=O)c2nnn(-c3ccc(C)c(C)c3)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24ba0>,20,2,5,0,0
CCOC1CC[NH+](CC[C@@H](O)c2ccc(C)c(F)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24c10>,17,2,1,0,0
IC[C@@H]1Cn2c(nnc2-c2ccncc2)S1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24c80>,10,0,4,0,1
CCOc1ccc([C@H]2CCCN2C(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24cf0>,21,3,2,0,0
CC(C)CONc1ncnc2sc3c(c12)CCC3,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24d60>,13,1,3,0,1
CC(C)[C@@H](ON1C(=O)c2ccccc2C1=O)C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24dd0>,13,5,1,0,0
COC[C@H](O)C[NH+]1CCC(C)(C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24e40>,10,2,1,0,0
COC(=O)[C@@H](c1ccccc1Cl)N1CCCSCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24eb0>,14,2,1,0,1
O=C(Nc1nc2ccc(F)cc2s1)c1cc(-c2ccccc2O)[nH]n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24f20>,17,2,4,0,1
C/C(=N\Nc1ncnc2sc(C)c(C)c12)c1cccc(OC(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a24f90>,17,1,4,0,1
CC(C)CN1CCO[C@@H](CNC(=O)/C=C/c2ccnc(Cl)c2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25000>,17,2,3,0,0
Cc1cc(F)ccc1CCNC(=O)Cc1c[nH]c2c(C)cccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25070>,20,1,2,0,0
NC(=O)[C@@H]1CCCN(C(=O)Cn2nc(-c3cccs3)oc2=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a250e0>,14,4,4,0,1
CCCCCn1c(SCC(=O)[O-])nc2ccccc2c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25150>,15,3,2,0,1
Cc1ccc2nc(NC(=O)c3ccc(OCc4nc(-c5ccco5)cs4)cc3)sc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a251c0>,23,3,3,0,2
COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25230>,20,3,5,0,0
C/C(=C/C(=O)N[C@@H](C)c1c(C)noc1C)c1ccccc1OC(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a252a0>,18,3,2,0,0
COCCn1nc(C)c(NC(=O)N2CC[C@H](Cc3ccccc3)C2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25310>,20,2,4,0,0
Cc1ccsc1C[NH+](Cc1nc2ccccc2n1C(C)C)C[C@H](C)O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25380>,20,1,3,0,1
Cc1cccc(CNC(=O)C[C@H]2Oc3ccc(C)cc3NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a253f0>,19,3,2,0,0
C[C@@H](c1ccc([S@](C)=O)cc1)N(C)C(=O)c1cc2cccc(F)c2o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25460>,19,3,1,0,1
COc1cc(OC)c(C(C)=O)cc1CSc1nnnn1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a254d0>,18,3,4,0,1
Cc1sc(=O)n(CCC(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25540>,17,2,3,0,1
CC[C@@H]1CCCCN1C(=S)NC(=O)c1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a255b0>,16,1,2,0,1
CCC[C@H](C)C(=O)N[C@H](C)c1cccc(Br)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25620>,14,1,1,0,0
COc1cccc([C@H]2CCCN2C(=O)c2ccccc2I)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25690>,18,2,1,0,0
C[C@H](NC(=O)N1CCCC[C@@H]1C1OCCO1)c1cccc(-n2ccnc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25700>,20,3,4,0,0
CS(=O)(=O)N1CCC[C@@H](C[NH+]2CCC[C@H](CO)C2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25770>,13,3,2,0,1
CCN(C(=O)Cn1nc2n(c1=O)CCCCC2)[C@H]1CCS(=O)(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a257e0>,15,4,4,0,1
COc1ccccc1NC[C@H]1CCCN(S(C)(=O)=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25850>,14,3,2,0,1
COc1cc([C@@H]2CC(=O)Nc3c2cnn3Cc2cccnc2)cc2c1OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a258c0>,20,4,4,0,0
O=C(CNc1ccc(Cl)cc1NC(=O)c1ccco1)Nc1ccc(F)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25930>,19,3,3,0,0
Cc1nn(C)cc1[C@@H](C)NC(=O)C(=O)Nc1ccc(OCC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a259a0>,22,3,4,0,0
CC(C)(C)[S@](=O)CCNC(=O)c1cccc(F)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25a10>,13,2,1,0,1
C[C@@H](O)c1ccc(F)cc1OCc1nc(C(C)(C)C)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25a80>,16,2,1,0,1
COC[C@H](NC(=O)Nc1cn[nH]c1)c1ccc(F)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25af0>,13,2,4,0,0
C[C@@H]1CS(=O)(=O)N(c2ccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)cc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25b60>,17,5,2,0,2
CC(C)c1ccc2c(c1)[C@]1(CC(O)=Nc3c1cnn3Cc1ccccc1Cl)C(=O)N2C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25bd0>,24,2,4,0,0
CC[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](C)c1cc(F)ccc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25c40>,16,2,2,0,0
CO/N=C\C(C#N)=C/c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25cb0>,10,1,3,0,0
CO[C@H](c1ccc(Cl)cc1)[C@@H](C)NC(=O)C(=O)Nc1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25d20>,19,3,2,0,0
CC(C)CNC(=O)[C@](C)(N)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25d90>,8,1,2,0,0
C[C@@H](C(=O)C1=c2ccccc2=[NH+]C1)[NH+]1CCC[C@@H]1[C@@H]1CC=CS1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25e00>,19,1,2,0,1
Cc1nc(Br)ccc1NC(=O)NCc1cnn(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25e70>,12,1,5,0,0
COc1c(C)cnc(CNC(=O)Nc2ccc(N(C)C)cc2)c1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25ee0>,18,2,4,0,0
COc1ccc2cc(COC(=O)COc3ccccc3C#N)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25f50>,21,4,1,0,0
CCS(=O)(=O)CCN(C)Cc1c[nH]nc1-c1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a25fc0>,16,2,3,0,1
COc1ccc([C@@](C)([NH3+])Cc2[nH+]ccn2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26030>,14,1,3,0,0
C[C@H]1CCN(C(=O)NCCc2nnc3n2CCCCC3)[C@@H](C)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a260a0>,17,1,5,0,0
O=C(NC[C@@H]1CCC[NH+](Cc2ccccc2F)C1)c1nc[nH]n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26110>,16,1,5,0,0
O=C1CC[C@@H](NC(=O)COc2ccc(Cl)c(Cl)c2)CN1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26180>,13,3,2,0,0
Cc1noc(C)c1COc1ccc(C[NH2+]C[C@H]2CCCO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a261f0>,18,3,2,0,0
N#Cc1cnn2c1N[C@@H](c1ccccc1)C[C@@H]2C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26260>,14,0,4,0,0
C[C@@H]1Cc2ccccc2N1C(=O)[C@H]1CCCN(C(=O)NC2CC2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a262d0>,19,2,3,0,0
COCc1nc(C(=O)OCC2=CC[C@H]3C[C@@H]2C3(C)C)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26340>,16,3,1,0,1
CCN(Cc1ccc(Br)s1)C(=O)C[NH+](C)CC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f09c4a263b0>,12,3,2,0,1
O=C([O-])[C@H]1CCCN(c2ccc([O-])nn2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26420>,10,3,3,0,0
COc1ccc(CCCC(=O)Nc2cccc(S(N)(=O)=O)c2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26490>,17,4,2,0,1
Fc1ccccc1[C@@H](c1nnnn1C1CCCCC1)[NH+]1CCN(c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26500>,24,0,6,0,0
O=C(C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccccc1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26570>,19,1,3,0,1
C[C@H]([NH2+]CC(=O)N(C)C)c1ccc(Cl)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a265e0>,10,1,2,0,1
CCOC(=O)COc1ccccc1/C=C1/C(=O)NC(=O)N(c2ccc3c(c2)OCO3)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26650>,22,8,2,0,0
Cc1cc(C(=O)NNC(=O)c2cccc3ccccc23)c(C)o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a266c0>,18,3,2,0,0
COc1ccc(-c2csc(NC(=O)Nc3ccc(F)cc3)n2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26730>,18,3,3,0,1
Cc1ccc(C)c(S(=O)(=O)N2CCN([C@H](C)c3nc(N)nc(Nc4ccccc4)n3)CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a267a0>,23,2,7,0,1
Cc1cccc(C)c1-n1nnnc1CSCc1nnc(C)n1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26810>,15,0,7,0,1
COc1cccc(C(=O)N[C@@](C)(C(N)=O)c2cccc(Cl)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26880>,17,3,2,0,0
C[C@H](CCO)[NH2+][C@H]1CCc2c(Br)cccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a268f0>,13,1,1,0,0
CCc1ccsc1-c1cnc(C[NH3+])o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26960>,10,1,2,0,1
NC(=O)C1(N2CCCC2)CC[NH2+]CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a269d0>,10,1,3,0,0
CC(C)C[C@@H]([NH3+])C(=O)N1CC[C@H](C(=O)[O-])[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26a40>,12,3,2,0,0
CC[C@H](C)Cn1c(CCCl)nc2c(C)nn(C)c21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26ab0>,13,0,4,0,0
Cc1csc([C@H](C)NC(=O)CCC[NH+]2CCCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26b20>,15,1,3,0,1
CCC(=O)NN/C(C)=C/C(=O)NCC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26b90>,12,2,3,0,0
CCC(=O)N1CCC([NH+](C)Cc2ccc(SC)c(OC)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26c00>,18,2,2,0,1
Clc1ccc(CNc2ncccc2Cl)cn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26c70>,11,0,3,0,0
C[C@H](c1nc(C(C)(C)C)no1)[S@](=O)Cc1ncn(-c2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26ce0>,17,2,5,0,1
Cn1cnn(C[NH+](Cc2ccc(F)cc2)C2CC2)c1=S,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26d50>,14,0,4,0,1
C#CC(C)(C)NC[C@H]1CN(C)CCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26dc0>,11,1,2,0,0
C[C@H](NC(=O)[C@H]1CCCN1S(C)(=O)=O)c1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26e30>,15,5,2,0,1
O=C(Nc1ccc2ncccc2c1)C(=O)NC1CCC(O)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26ea0>,17,3,3,0,0
CC(C)[C@H]([NH2+]CC1CCN(C(=O)OC(C)(C)C)CC1)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26f10>,20,2,3,0,0
CCC[C@H](C)NC(=O)C[NH2+]Cc1cscc1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26f80>,13,1,2,0,1
CS(=O)(=O)N1CCC(C(=O)Nc2sc3c(c2C#N)CCCC3)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a26ff0>,16,3,3,0,2
O=C(CN(C(=O)Cn1nnc2ccccc21)c1ccccc1)NC[C@H]1CCCO1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27060>,21,3,5,0,0
O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a270d0>,21,3,4,0,0
C[C@@H]1CC[NH+](CCCN2C(=O)CNC2=O)C[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27140>,12,3,3,0,0
O=C(COc1ccc(Br)cc1)NOCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a271b0>,15,3,1,0,0
CC(=O)C[C@]1(O)C(=O)N(Cc2ccc(C)cc2)c2c(C)cccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27220>,20,3,1,0,0
C[C@H](OC(=O)c1ccc2ccccc2n1)C(=O)NCC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27290>,20,3,2,0,0
C[C@@H](Sc1cc(Cl)ccc1Cl)C(=O)N1CCC[C@H](CCC(N)=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27300>,17,2,2,0,1
COc1cc(-c2ccno2)ccc1S(=O)(=O)NCc1ccco1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27370>,15,5,2,0,1
CCC[C@@H](CC)Nc1c(F)c(F)nc(F)c1F,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a273e0>,11,0,2,0,0
Oc1cccc([C@@H]2CN(c3nccc(Oc4ccc(F)cc4)n3)CCO2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27450>,20,3,3,0,0
COc1ccc([C@H](CNC(=O)c2cccc3ccccc23)[NH+]2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a274c0>,24,2,2,0,0
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](NC(=O)COc1ccc(C3SCCCS3)cc1)C2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27530>,22,2,1,0,2
Cc1c(C)n(-c2ccccc2)c2nc(C(=O)Nc3ccc(F)cc3)nc(N3CCCCC3)c12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a275a0>,26,1,5,0,0
CC(C)C(=O)Nc1cccc(NC(=O)C(=O)NCC[C@H]2C[C@H]3CC[C@@H]2C3)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27610>,21,3,3,0,0
COc1ccc(CNC(=O)c2cc(N3C(=O)C(C)(C)CS3(=O)=O)ccc2Cl)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27680>,21,6,2,0,1
CC(=O)Nc1cccc(NC(=O)CCc2c(C)[nH]c(=S)[nH]c2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a276f0>,16,3,4,0,1
COc1ccccc1[C@H]1CCCN1C(=O)[C@@H](C)CCOc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27760>,22,3,1,0,0
CCNc1ncc(COCC2CCCCC2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a277d0>,13,1,2,0,1
CC[C@H](C)C(=O)Nc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27840>,10,1,2,0,0
O=C([O-])CC1=C(C(=O)[O-])CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a278b0>,9,4,0,0,0
Fc1ccc(C[NH2+]C[C@@H]([C@H]2CCOC2)N2CCOCC2)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27920>,17,2,2,0,0
CCc1cc(Cn2cc(N)nn2)n(C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27990>,9,0,6,0,0
N#Cc1cccnc1Oc1ccccc1NCc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27a00>,23,1,3,0,0
O=C(NCc1ccc([N+](=O)[O-])cc1)N[C@@H]1CCCC[C@H]1CO,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27a70>,15,4,3,0,0
C[C@@H](CNC(=O)N[C@@H](C)c1ccc(S(C)(=O)=O)cc1)C[C@@H](C)O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27ae0>,16,4,2,0,1
CC(C)Oc1ccc(NC(=O)NC[C@H](C)N2CCOCC2)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27b50>,17,3,3,0,0
